,Geo,Time_period,Passengers_count,Norm_2019
656,FI,2019-Q3,22681000.0,90.21159812266328
657,FI,2019-Q4,25142000.0,100.0
658,FI,2020-Q1,18742000.0,74.54458674727547
659,FI,2020-Q2,10777000.0,42.864529472595656
660,FI,2020-Q3,14838000.0,59.01678466311351
661,FI,2020-Q4,15193000.0,60.42876461697558
662,FI,2021-Q1,10580000.0,42.08098003341023
663,FI,2021-Q2,12183000.0,48.456765571553575
664,FI,2021-Q3,15109000.0,60.09466231803357
665,FI,2021-Q4,17136000.0,68.15686898416992
666,FI,2022-Q1,15154000.0,60.273645692466786
667,FI,2022-Q2,19273000.0,76.65659056558746
668,FI,2022-Q3,20622000.0,82.0221143902633
669,FI,2022-Q4,21040000.0,83.68467106833188
670,FI,2023-Q1,19777000.0,78.66120435923952
727,FR,2018-Q1,332562000.0,97.8339339560197
728,FR,2018-Q2,277789000.0,81.7206736780172
729,FR,2018-Q3,293647000.0,86.38582040155917
730,FR,2018-Q4,342610000.0,100.78988012061484
731,FR,2019-Q1,336644000.0,99.03478708538648
732,FR,2019-Q2,339925000.0,100.0
733,FR,2019-Q3,303462000.0,89.27322203427227
734,FR,2019-Q4,285299000.0,83.92998455541664
735,FR,2020-Q1,244776000.0,72.00882547620799
736,FR,2020-Q2,81365000.0,23.936162388762227
737,FR,2020-Q3,205988000.0,60.598073104361255
738,FR,2020-Q4,191724000.0,56.40185335000368
739,FR,2021-Q1,192935000.0,56.75810840626609
740,FR,2021-Q2,196795000.0,57.89365301169376
741,FR,2021-Q3,229212000.0,67.4301684195043
742,FR,2021-Q4,275455000.0,81.03405162903582
743,FR,2022-Q1,261711000.0,76.99080679561668
744,FR,2022-Q2,297005000.0,87.37368537177319
745,FR,2022-Q3,273282000.0,80.39479296903728
746,FR,2022-Q4,310411000.0,91.31749650658233
747,FR,2023-Q1,286303000.0,84.22534382584394
804,HR,2018-Q1,5203000.0,95.38038496791934
805,HR,2018-Q2,5235000.0,95.96700274977086
806,HR,2018-Q3,4238000.0,77.69019248395966
807,HR,2018-Q4,5568000.0,102.07149404216315
808,HR,2019-Q1,5156000.0,94.51879010082493
809,HR,2019-Q2,5076000.0,93.05224564619616
810,HR,2019-Q3,4139000.0,75.87534372135656
811,HR,2019-Q4,5455000.0,100.0
812,HR,2020-Q1,4761000.0,87.27772685609533
813,HR,2020-Q2,1697000.0,31.109074243813016
814,HR,2020-Q3,3111000.0,57.03024747937672
815,HR,2020-Q4,3530000.0,64.71127406049496
816,HR,2021-Q1,3105000.0,56.92025664527956
817,HR,2021-Q2,3385000.0,62.05316223648029
818,HR,2021-Q3,3020000.0,55.36205316223648
819,HR,2021-Q4,4023000.0,73.74885426214482
820,HR,2022-Q1,4180000.0,76.62694775435381
821,HR,2022-Q2,4672000.0,85.6461961503208
822,HR,2022-Q3,4613000.0,84.56461961503209
823,HR,2022-Q4,5116000.0,93.78551787351054
824,HR,2023-Q1,6015000.0,110.26581118240146
881,HU,2018-Q1,36833000.0,98.67391770252894
882,HU,2018-Q2,38228000.0,102.41105872267467
883,HU,2018-Q3,35780000.0,95.85297899699957
884,HU,2018-Q4,37144000.0,99.50707243891985
885,HU,2019-Q1,36472000.0,97.70681525932277
886,HU,2019-Q2,37328000.0,100.0
887,HU,2019-Q3,35884000.0,96.13159022717531
888,HU,2019-Q4,37202000.0,99.66245177882554
889,HU,2020-Q1,34190000.0,91.59344192027433
890,HU,2020-Q2,15296000.0,40.97728246892413
891,HU,2020-Q3,29171000.0,78.1477711101586
892,HU,2020-Q4,22072000.0,59.129875696528075
893,HU,2021-Q1,19316000.0,51.74667809687098
894,HU,2021-Q2,23831000.0,63.8421560222889
895,HU,2021-Q3,29611000.0,79.32651093013287
896,HU,2021-Q4,31066000.0,83.22438919845692
897,HU,2022-Q1,31022000.0,83.1065152164595
898,HU,2022-Q2,35316000.0,94.60994427775397
899,HU,2022-Q3,36687000.0,98.28279039862838
900,HU,2022-Q4,38378000.0,102.81290184312044
901,HU,2023-Q1,37530000.0,100.54114873553365
958,IE,2018-Q1,11012000.0,85.31143476913542
959,IE,2018-Q2,11996000.0,92.93461419274868
960,IE,2018-Q3,12439000.0,96.36659436008676
961,IE,2018-Q4,12512000.0,96.9321351100093
962,IE,2019-Q1,11854000.0,91.83452122714596
963,IE,2019-Q2,12428000.0,96.28137589092036
964,IE,2019-Q3,12870000.0,99.70560892469786
965,IE,2019-Q4,12908000.0,100.0
966,IE,2020-Q1,9796000.0,75.890920359467
